Incident_Id,Location,Cluster
162010,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
158897,School/College,Educational Buildings
158898,Residence/Home,Residential or Community Center
162011,School/College,Educational Buildings
162012,School/College,Educational Buildings
162013,School/College,Educational Buildings
158899,School/College,Educational Buildings
158900,Residence/Home,Residential or Community Center
158901,Other/Unknown,Other/Unknown
158902,School/College,Educational Buildings
158903,Residence/Home,Residential or Community Center
158904,Other/Unknown,Other/Unknown
158905,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
158906,Liquor Store,Store and Commercial Buildings
158907,School/College,Educational Buildings
158908,Air/Bus/Train Terminal,Transportation Terminals
158909,Other/Unknown,Other/Unknown
158910,Air/Bus/Train Terminal,Transportation Terminals
158911,Residence/Home,Residential or Community Center
158912,Department/Discount Store,Store and Commercial Buildings
158913,Other/Unknown,Other/Unknown
158627,School/College,Educational Buildings
158628,Air/Bus/Train Terminal,Transportation Terminals
158629,School/College,Educational Buildings
158659,Government/Public Building,Goverment Buildings
158660,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
158937,Residence/Home,Residential or Community Center
158938,Specialty Store,Store and Commercial Buildings
158571,Residence/Home,Residential or Community Center
158572,Residence/Home,Residential or Community Center
158573,Residence/Home,Residential or Community Center
158574,Residence/Home,Residential or Community Center
158575,Convenience Store,Store and Commercial Buildings
158576,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
158577,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
158578,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
158579,Other/Unknown,Other/Unknown
158580,Residence/Home,Residential or Community Center
158581,Residence/Home,Residential or Community Center
158582,Grocery/Supermarket,Store and Commercial Buildings
158583,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
158584,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
158585,Residence/Home,Residential or Community Center
158586,Residence/Home,Residential or Community Center
158587,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
158588,Residence/Home,Residential or Community Center
158589,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
158590,Residence/Home,Residential or Community Center
158591,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
158592,Residence/Home,Residential or Community Center
158593,Restaurant,Store and Commercial Buildings
158594,Residence/Home,Residential or Community Center
158595,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
158596,Convenience Store,Store and Commercial Buildings
158597,Grocery/Supermarket,Store and Commercial Buildings
158598,Other/Unknown,Other/Unknown
158599,Residence/Home,Residential or Community Center
158600,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
161182,Residence/Home,Residential or Community Center
161183,Residence/Home,Residential or Community Center
161184,Residence/Home,Residential or Community Center
161185,Bar/Nightclub,Store and Commercial Buildings
161186,Residence/Home,Residential or Community Center
161187,Residence/Home,Residential or Community Center
161188,Residence/Home,Residential or Community Center
161189,Residence/Home,Residential or Community Center
161190,Bar/Nightclub,Store and Commercial Buildings
161191,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
161192,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
161193,Residence/Home,Residential or Community Center
161194,Other/Unknown,Other/Unknown
161195,Air/Bus/Train Terminal,Transportation Terminals
161196,Residence/Home,Residential or Community Center
161197,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
161198,Air/Bus/Train Terminal,Transportation Terminals
161199,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
161200,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
161201,Convenience Store,Store and Commercial Buildings
161202,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
161203,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
161204,Air/Bus/Train Terminal,Transportation Terminals
161205,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
161206,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
161207,Residence/Home,Residential or Community Center
161208,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
161209,Residence/Home,Residential or Community Center
161210,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
161211,Commercial/Office Building,Store and Commercial Buildings
161212,Residence/Home,Residential or Community Center
161213,Residence/Home,Residential or Community Center
161214,Grocery/Supermarket,Store and Commercial Buildings
161215,Residence/Home,Residential or Community Center
161216,Commercial/Office Building,Store and Commercial Buildings
161325,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
161326,Residence/Home,Residential or Community Center
161327,Residence/Home,Residential or Community Center
161328,Residence/Home,Residential or Community Center
161329,Bar/Nightclub,Store and Commercial Buildings
161330,Restaurant,Store and Commercial Buildings
161331,Residence/Home,Residential or Community Center
161332,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
158601,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
158602,Parking/Drop Lot/Garage,"Highway, Road or Other Open Space"
158603,Residence/Home,Residential or Community Center
158604,Residence/Home,Residential or Community Center
158605,Residence/Home,Residential or Community Center
158606,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
158607,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
158608,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
158609,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
161333,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
158610,Residence/Home,Residential or Community Center
158611,Drug Store/Doctor's Office/Hospital,Store and Commercial Buildings
158612,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
158638,Hotel/Motel/Etc.,Store and Commercial Buildings
158639,Convenience Store,Store and Commercial Buildings
158640,Grocery/Supermarket,Store and Commercial Buildings
158641,Highway/Road/Alley/Street/Sidewalk,"Highway, Road or Other Open Space"
158642,Hotel/Motel/Etc.,Store and Commercial Buildings
158939,Residence/Home,Residential or Community Center
158940,Other/Unknown,Other/Unknown
158941,Other/Unknown,Other/Unknown
158942,Other/Unknown,Other/Unknown
158943,Other/Unknown,Other/Unknown
158944,Other/Unknown,Other/Unknown
158914,Other/Unknown,Other/Unknown
158915,Residence/Home,Residential or Community Center
158945,Residence/Home,Residential or Community Center
158946,Residence/Home,Residential or Community Center
158916,Other/Unknown,Other/Unknown
158917,Other/Unknown,Other/Unknown
158918,Residence/Home,Residential or Community Center
158947,Other/Unknown,Other/Unknown
158948,Other/Unknown,Other/Unknown
158919,Residence/Home,Residential or Community Center
158920,Other/Unknown,Other/Unknown
158921,Other/Unknown,Other/Unknown
158949,Other/Unknown,Other/Unknown
158950,Other/Unknown,Other/Unknown
158922,Other/Unknown,Other/Unknown
158923,Residence/Home,Residential or Community Center
158951,Residence/Home,Residential or Community Center
158924,Residence/Home,Residential or Community Center
158925,Other/Unknown,Other/Unknown
158926,Other/Unknown,Other/Unknown
158927,Other/Unknown,Other/Unknown
158928,Other/Unknown,Other/Unknown
158929,Other/Unknown,Other/Unknown
158930,Other/Unknown,Other/Unknown
158931,Other/Unknown,Other/Unknown
158932,Residence/Home,Residential or Community Center
158933,Other/Unknown,Other/Unknown
158934,Other/Unknown,Other/Unknown
158935,Residence/Home,Residential or Community Center
158936,Residence/Home,Residential or Community Center
158952,Other/Unknown,Other/Unknown
158953,Other/Unknown,Other/Unknown
158954,Other/Unknown,Other/Unknown
158955,Other/Unknown,Other/Unknown
158956,Other/Unknown,Other/Unknown
158957,Residence/Home,Residential or Community Center
158958,Other/Unknown,Other/Unknown
158959,Other/Unknown,Other/Unknown
158960,Other/Unknown,Other/Unknown
158961,Other/Unknown,Other/Unknown
158962,Other/Unknown,Other/Unknown
158963,Residence/Home,Residential or Community Center
158964,Other/Unknown,Other/Unknown
158965,Other/Unknown,Other/Unknown
158966,Residence/Home,Residential or Community Center
162014,Other/Unknown,Other/Unknown
162015,Other/Unknown,Other/Unknown
162016,Other/Unknown,Other/Unknown
162017,Other/Unknown,Other/Unknown
162090,Other/Unknown,Other/Unknown
162091,Other/Unknown,Other/Unknown
162092,Other/Unknown,Other/Unknown
162093,Other/Unknown,Other/Unknown
162094,Other/Unknown,Other/Unknown
162095,Other/Unknown,Other/Unknown
158967,Other/Unknown,Other/Unknown
158968,Residence/Home,Residential or Community Center
162096,Other/Unknown,Other/Unknown
162097,Residence/Home,Residential or Community Center
162098,Residence/Home,Residential or Community Center
158969,Residence/Home,Residential or Community Center
162099,Residence/Home,Residential or Community Center
158970,Other/Unknown,Other/Unknown
162100,Other/Unknown,Other/Unknown
162101,Other/Unknown,Other/Unknown
158971,Other/Unknown,Other/Unknown
158972,Other/Unknown,Other/Unknown
162102,Residence/Home,Residential or Community Center
162103,Residence/Home,Residential or Community Center
162104,Other/Unknown,Other/Unknown
158973,Residence/Home,Residential or Community Center
162105,Other/Unknown,Other/Unknown
158974,Other/Unknown,Other/Unknown
158975,Residence/Home,Residential or Community Center
158976,Other/Unknown,Other/Unknown
158977,Other/Unknown,Other/Unknown
158978,Residence/Home,Residential or Community Center
158979,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
158980,Other/Unknown,Other/Unknown
158981,Other/Unknown,Other/Unknown
158982,Other/Unknown,Other/Unknown
158983,Residence/Home,Residential or Community Center
158984,Other/Unknown,Other/Unknown
158985,Other/Unknown,Other/Unknown
158986,Residence/Home,Residential or Community Center
158987,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
158988,Residence/Home,Residential or Community Center
158989,Residence/Home,Residential or Community Center
158990,Residence/Home,Residential or Community Center
158991,Residence/Home,Residential or Community Center
158992,Residence/Home,Residential or Community Center
158993,Residence/Home,Residential or Community Center
158994,Other/Unknown,Other/Unknown
158995,Other/Unknown,Other/Unknown
158996,Other/Unknown,Other/Unknown
158997,Other/Unknown,Other/Unknown
158998,Other/Unknown,Other/Unknown
158999,Other/Unknown,Other/Unknown
159000,Other/Unknown,Other/Unknown
159001,Other/Unknown,Other/Unknown
159002,Residence/Home,Residential or Community Center
159003,Other/Unknown,Other/Unknown
162106,Residence/Home,Residential or Community Center
162107,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
162108,Other/Unknown,Other/Unknown
162109,Other/Unknown,Other/Unknown
162110,Other/Unknown,Other/Unknown
162111,Residence/Home,Residential or Community Center
162112,Other/Unknown,Other/Unknown
162113,Residence/Home,Residential or Community Center
162114,Other/Unknown,Other/Unknown
162115,Other/Unknown,Other/Unknown
162116,Other/Unknown,Other/Unknown
162117,Other/Unknown,Other/Unknown
162118,Other/Unknown,Other/Unknown
162119,Other/Unknown,Other/Unknown
162120,Other/Unknown,Other/Unknown
162121,Other/Unknown,Other/Unknown
162122,Residence/Home,Residential or Community Center
162123,Other/Unknown,Other/Unknown
162124,Residence/Home,Residential or Community Center
162125,Other/Unknown,Other/Unknown
162198,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
162199,Other/Unknown,Other/Unknown
162200,Other/Unknown,Other/Unknown
162201,Other/Unknown,Other/Unknown
162202,Residence/Home,Residential or Community Center
162203,Other/Unknown,Other/Unknown
162204,Other/Unknown,Other/Unknown
162205,Other/Unknown,Other/Unknown
162206,Residence/Home,Residential or Community Center
162207,Other/Unknown,Other/Unknown
159004,Residence/Home,Residential or Community Center
159005,Other/Unknown,Other/Unknown
159006,Other/Unknown,Other/Unknown
159007,Other/Unknown,Other/Unknown
159008,Other/Unknown,Other/Unknown
159009,Residence/Home,Residential or Community Center
159010,Other/Unknown,Other/Unknown
159011,Other/Unknown,Other/Unknown
159012,Other/Unknown,Other/Unknown
159013,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
159014,Residence/Home,Residential or Community Center
159015,Residence/Home,Residential or Community Center
159016,Other/Unknown,Other/Unknown
159017,Residence/Home,Residential or Community Center
159018,Residence/Home,Residential or Community Center
159019,Residence/Home,Residential or Community Center
159020,Residence/Home,Residential or Community Center
159021,Other/Unknown,Other/Unknown
159022,Other/Unknown,Other/Unknown
159023,Other/Unknown,Other/Unknown
159024,Residence/Home,Residential or Community Center
159025,Residence/Home,Residential or Community Center
159026,Other/Unknown,Other/Unknown
159027,Residence/Home,Residential or Community Center
159028,Other/Unknown,Other/Unknown
159029,Other/Unknown,Other/Unknown
159030,Other/Unknown,Other/Unknown
159031,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
159032,Other/Unknown,Other/Unknown
159033,Other/Unknown,Other/Unknown
159034,Other/Unknown,Other/Unknown
159035,Other/Unknown,Other/Unknown
159036,Other/Unknown,Other/Unknown
159037,Other/Unknown,Other/Unknown
159038,Other/Unknown,Other/Unknown
159039,Other/Unknown,Other/Unknown
159040,Residence/Home,Residential or Community Center
159041,Other/Unknown,Other/Unknown
159042,Residence/Home,Residential or Community Center
159043,Other/Unknown,Other/Unknown
159044,Residence/Home,Residential or Community Center
159045,Other/Unknown,Other/Unknown
159046,Residence/Home,Residential or Community Center
159047,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
159048,Other/Unknown,Other/Unknown
159049,Other/Unknown,Other/Unknown
159050,Other/Unknown,Other/Unknown
159051,Other/Unknown,Other/Unknown
159052,Residence/Home,Residential or Community Center
159053,Other/Unknown,Other/Unknown
159054,Other/Unknown,Other/Unknown
159055,Other/Unknown,Other/Unknown
159056,Other/Unknown,Other/Unknown
159057,Other/Unknown,Other/Unknown
159058,Other/Unknown,Other/Unknown
159059,Other/Unknown,Other/Unknown
159060,Residence/Home,Residential or Community Center
159061,Residence/Home,Residential or Community Center
159062,Other/Unknown,Other/Unknown
159063,Other/Unknown,Other/Unknown
159064,Other/Unknown,Other/Unknown
159065,Residence/Home,Residential or Community Center
159066,Other/Unknown,Other/Unknown
159067,Residence/Home,Residential or Community Center
159068,Other/Unknown,Other/Unknown
159069,Other/Unknown,Other/Unknown
159070,Other/Unknown,Other/Unknown
159071,Other/Unknown,Other/Unknown
159072,Other/Unknown,Other/Unknown
159073,Other/Unknown,Other/Unknown
159074,Other/Unknown,Other/Unknown
159075,Other/Unknown,Other/Unknown
159076,Other/Unknown,Other/Unknown
159077,Other/Unknown,Other/Unknown
159078,Other/Unknown,Other/Unknown
159079,Other/Unknown,Other/Unknown
159080,Residence/Home,Residential or Community Center
159081,Residence/Home,Residential or Community Center
159082,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
159083,Other/Unknown,Other/Unknown
159084,Other/Unknown,Other/Unknown
159085,Other/Unknown,Other/Unknown
159086,Other/Unknown,Other/Unknown
159087,Other/Unknown,Other/Unknown
159088,Other/Unknown,Other/Unknown
159089,Residence/Home,Residential or Community Center
159090,Other/Unknown,Other/Unknown
159091,Other/Unknown,Other/Unknown
159092,Residence/Home,Residential or Community Center
159093,Other/Unknown,Other/Unknown
159094,Other/Unknown,Other/Unknown
159095,Other/Unknown,Other/Unknown
159096,Other/Unknown,Other/Unknown
159097,Other/Unknown,Other/Unknown
159098,Residence/Home,Residential or Community Center
159099,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
159100,Residence/Home,Residential or Community Center
159101,Other/Unknown,Other/Unknown
159102,Other/Unknown,Other/Unknown
159103,Other/Unknown,Other/Unknown
159104,Other/Unknown,Other/Unknown
159105,Other/Unknown,Other/Unknown
159106,Other/Unknown,Other/Unknown
159107,Other/Unknown,Other/Unknown
159108,Other/Unknown,Other/Unknown
159109,Other/Unknown,Other/Unknown
159110,Residence/Home,Residential or Community Center
159111,Other/Unknown,Other/Unknown
159112,Other/Unknown,Other/Unknown
159113,Other/Unknown,Other/Unknown
159114,Other/Unknown,Other/Unknown
159115,Other/Unknown,Other/Unknown
159116,Other/Unknown,Other/Unknown
159117,Other/Unknown,Other/Unknown
159118,Other/Unknown,Other/Unknown
159119,Other/Unknown,Other/Unknown
159120,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
159121,Other/Unknown,Other/Unknown
159122,Residence/Home,Residential or Community Center
159123,Other/Unknown,Other/Unknown
159124,Residence/Home,Residential or Community Center
159125,Other/Unknown,Other/Unknown
159126,Residence/Home,Residential or Community Center
159127,Other/Unknown,Other/Unknown
159128,Other/Unknown,Other/Unknown
159129,Residence/Home,Residential or Community Center
159130,Residence/Home,Residential or Community Center
159131,Other/Unknown,Other/Unknown
159132,Other/Unknown,Other/Unknown
159133,Other/Unknown,Other/Unknown
159134,Residence/Home,Residential or Community Center
159135,Residence/Home,Residential or Community Center
159136,Other/Unknown,Other/Unknown
159137,Other/Unknown,Other/Unknown
159138,Other/Unknown,Other/Unknown
159139,Residence/Home,Residential or Community Center
159140,Other/Unknown,Other/Unknown
159141,Other/Unknown,Other/Unknown
159142,Residence/Home,Residential or Community Center
159143,Other/Unknown,Other/Unknown
159144,Other/Unknown,Other/Unknown
159145,Other/Unknown,Other/Unknown
159146,Other/Unknown,Other/Unknown
159147,Other/Unknown,Other/Unknown
159148,Other/Unknown,Other/Unknown
159149,Other/Unknown,Other/Unknown
159150,Other/Unknown,Other/Unknown
159151,Other/Unknown,Other/Unknown
159152,Residence/Home,Residential or Community Center
159153,Other/Unknown,Other/Unknown
159154,Other/Unknown,Other/Unknown
159155,Residence/Home,Residential or Community Center
159156,Other/Unknown,Other/Unknown
159157,Residence/Home,Residential or Community Center
159158,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
159159,Other/Unknown,Other/Unknown
159160,Other/Unknown,Other/Unknown
159161,Residence/Home,Residential or Community Center
159162,Other/Unknown,Other/Unknown
159163,Other/Unknown,Other/Unknown
159164,Other/Unknown,Other/Unknown
159165,Other/Unknown,Other/Unknown
159166,Residence/Home,Residential or Community Center
159167,Residence/Home,Residential or Community Center
159168,Other/Unknown,Other/Unknown
159169,Other/Unknown,Other/Unknown
159170,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
159171,Other/Unknown,Other/Unknown
159172,Other/Unknown,Other/Unknown
159173,Other/Unknown,Other/Unknown
159174,Other/Unknown,Other/Unknown
159175,Other/Unknown,Other/Unknown
159176,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
159177,Other/Unknown,Other/Unknown
159178,Residence/Home,Residential or Community Center
159179,Other/Unknown,Other/Unknown
159180,Other/Unknown,Other/Unknown
159181,Other/Unknown,Other/Unknown
159182,Other/Unknown,Other/Unknown
159183,Other/Unknown,Other/Unknown
159184,Other/Unknown,Other/Unknown
159185,Other/Unknown,Other/Unknown
159186,Other/Unknown,Other/Unknown
159187,Residence/Home,Residential or Community Center
159188,Residence/Home,Residential or Community Center
159189,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
159190,Other/Unknown,Other/Unknown
159191,Residence/Home,Residential or Community Center
162208,Other/Unknown,Other/Unknown
162209,Other/Unknown,Other/Unknown
162210,Other/Unknown,Other/Unknown
162211,Residence/Home,Residential or Community Center
162212,Residence/Home,Residential or Community Center
162213,Residence/Home,Residential or Community Center
162214,Other/Unknown,Other/Unknown
162215,Other/Unknown,Other/Unknown
162216,Residence/Home,Residential or Community Center
162217,Other/Unknown,Other/Unknown
162218,Residence/Home,Residential or Community Center
162219,Residence/Home,Residential or Community Center
162220,Residence/Home,Residential or Community Center
162221,Residence/Home,Residential or Community Center
162222,Residence/Home,Residential or Community Center
162223,Residence/Home,Residential or Community Center
162224,Residence/Home,Residential or Community Center
162225,Residence/Home,Residential or Community Center
162226,Residence/Home,Residential or Community Center
162227,Other/Unknown,Other/Unknown
162228,Residence/Home,Residential or Community Center
162229,Residence/Home,Residential or Community Center
162230,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
162231,Residence/Home,Residential or Community Center
162232,Residence/Home,Residential or Community Center
162233,Other/Unknown,Other/Unknown
162306,Residence/Home,Residential or Community Center
162307,Residence/Home,Residential or Community Center
162308,Other/Unknown,Other/Unknown
162309,Residence/Home,Residential or Community Center
162310,Other/Unknown,Other/Unknown
162311,Other/Unknown,Other/Unknown
162312,Other/Unknown,Other/Unknown
162313,Residence/Home,Residential or Community Center
162314,Other/Unknown,Other/Unknown
162315,Other/Unknown,Other/Unknown
162316,Residence/Home,Residential or Community Center
162317,Other/Unknown,Other/Unknown
162318,Other/Unknown,Other/Unknown
162319,Other/Unknown,Other/Unknown
162320,Other/Unknown,Other/Unknown
162321,Other/Unknown,Other/Unknown
162322,Other/Unknown,Other/Unknown
162323,Other/Unknown,Other/Unknown
162324,Other/Unknown,Other/Unknown
162325,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
162326,Residence/Home,Residential or Community Center
162327,Other/Unknown,Other/Unknown
162328,Residence/Home,Residential or Community Center
162329,Residence/Home,Residential or Community Center
162330,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
162331,Other/Unknown,Other/Unknown
162332,Residence/Home,Residential or Community Center
162333,Other/Unknown,Other/Unknown
162334,Other/Unknown,Other/Unknown
162335,Residence/Home,Residential or Community Center
162336,Other/Unknown,Other/Unknown
162337,Other/Unknown,Other/Unknown
162338,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
162339,Other/Unknown,Other/Unknown
162340,Other/Unknown,Other/Unknown
162341,Other/Unknown,Other/Unknown
162449,Other/Unknown,Other/Unknown
162450,Other/Unknown,Other/Unknown
162451,Other/Unknown,Other/Unknown
162452,Other/Unknown,Other/Unknown
162453,Other/Unknown,Other/Unknown
162454,Other/Unknown,Other/Unknown
162455,Other/Unknown,Other/Unknown
162456,Other/Unknown,Other/Unknown
162457,Residence/Home,Residential or Community Center
162458,Residence/Home,Residential or Community Center
162459,Residence/Home,Residential or Community Center
162460,Other/Unknown,Other/Unknown
162461,Other/Unknown,Other/Unknown
162462,Other/Unknown,Other/Unknown
162463,Other/Unknown,Other/Unknown
162464,Other/Unknown,Other/Unknown
162465,Other/Unknown,Other/Unknown
162466,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
162467,Other/Unknown,Other/Unknown
162468,Other/Unknown,Other/Unknown
162469,Residence/Home,Residential or Community Center
162470,Other/Unknown,Other/Unknown
162471,Other/Unknown,Other/Unknown
162472,Other/Unknown,Other/Unknown
162473,Other/Unknown,Other/Unknown
162474,Other/Unknown,Other/Unknown
162475,Other/Unknown,Other/Unknown
162476,Residence/Home,Residential or Community Center
162477,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
162478,Other/Unknown,Other/Unknown
162479,Other/Unknown,Other/Unknown
162480,Other/Unknown,Other/Unknown
162481,Other/Unknown,Other/Unknown
162482,Residence/Home,Residential or Community Center
162483,Residence/Home,Residential or Community Center
162484,Other/Unknown,Other/Unknown
162592,Other/Unknown,Other/Unknown
162593,Other/Unknown,Other/Unknown
162594,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
162595,Other/Unknown,Other/Unknown
162596,Other/Unknown,Other/Unknown
162597,Other/Unknown,Other/Unknown
162598,Other/Unknown,Other/Unknown
162599,Residence/Home,Residential or Community Center
162600,Other/Unknown,Other/Unknown
162601,Residence/Home,Residential or Community Center
162602,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
162603,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
162604,Residence/Home,Residential or Community Center
162605,Other/Unknown,Other/Unknown
162606,Other/Unknown,Other/Unknown
162607,Other/Unknown,Other/Unknown
162608,Other/Unknown,Other/Unknown
162609,Other/Unknown,Other/Unknown
162610,Other/Unknown,Other/Unknown
162611,Other/Unknown,Other/Unknown
162612,Other/Unknown,Other/Unknown
162613,Other/Unknown,Other/Unknown
162614,Other/Unknown,Other/Unknown
162615,Other/Unknown,Other/Unknown
162616,Other/Unknown,Other/Unknown
162617,Other/Unknown,Other/Unknown
162618,Residence/Home,Residential or Community Center
162619,Other/Unknown,Other/Unknown
162620,Residence/Home,Residential or Community Center
162621,Other/Unknown,Other/Unknown
162622,Other/Unknown,Other/Unknown
162623,Residence/Home,Residential or Community Center
162624,Other/Unknown,Other/Unknown
162625,Other/Unknown,Other/Unknown
162626,Residence/Home,Residential or Community Center
162627,Other/Unknown,Other/Unknown
162736,Other/Unknown,Other/Unknown
162737,Residence/Home,Residential or Community Center
162738,Other/Unknown,Other/Unknown
162739,Other/Unknown,Other/Unknown
162740,Other/Unknown,Other/Unknown
162741,Residence/Home,Residential or Community Center
162742,Residence/Home,Residential or Community Center
162743,Other/Unknown,Other/Unknown
162744,Residence/Home,Residential or Community Center
162745,Residence/Home,Residential or Community Center
162746,Other/Unknown,Other/Unknown
162747,Residence/Home,Residential or Community Center
162748,Other/Unknown,Other/Unknown
162749,Other/Unknown,Other/Unknown
162750,Other/Unknown,Other/Unknown
162751,Other/Unknown,Other/Unknown
162752,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
162753,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
162754,Residence/Home,Residential or Community Center
162755,Other/Unknown,Other/Unknown
162756,Other/Unknown,Other/Unknown
162757,Residence/Home,Residential or Community Center
162758,Other/Unknown,Other/Unknown
162759,Residence/Home,Residential or Community Center
162760,Other/Unknown,Other/Unknown
162761,Residence/Home,Residential or Community Center
162762,Residence/Home,Residential or Community Center
162763,Residence/Home,Residential or Community Center
162764,Other/Unknown,Other/Unknown
162765,Residence/Home,Residential or Community Center
162766,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
162767,Other/Unknown,Other/Unknown
162768,Other/Unknown,Other/Unknown
162769,Residence/Home,Residential or Community Center
162770,Other/Unknown,Other/Unknown
162771,Other/Unknown,Other/Unknown
162880,Other/Unknown,Other/Unknown
162881,Other/Unknown,Other/Unknown
162882,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
162883,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
162884,Other/Unknown,Other/Unknown
162885,Other/Unknown,Other/Unknown
162886,Other/Unknown,Other/Unknown
162887,Other/Unknown,Other/Unknown
162888,Other/Unknown,Other/Unknown
162889,Residence/Home,Residential or Community Center
162890,Other/Unknown,Other/Unknown
162891,Other/Unknown,Other/Unknown
162892,Other/Unknown,Other/Unknown
162893,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
162894,Other/Unknown,Other/Unknown
162895,Residence/Home,Residential or Community Center
162896,Other/Unknown,Other/Unknown
159192,Other/Unknown,Other/Unknown
159193,Other/Unknown,Other/Unknown
159194,Other/Unknown,Other/Unknown
159195,Other/Unknown,Other/Unknown
159196,Other/Unknown,Other/Unknown
159197,Other/Unknown,Other/Unknown
159198,Other/Unknown,Other/Unknown
162897,Other/Unknown,Other/Unknown
162898,Other/Unknown,Other/Unknown
162899,Other/Unknown,Other/Unknown
162900,Other/Unknown,Other/Unknown
162901,Other/Unknown,Other/Unknown
162902,Other/Unknown,Other/Unknown
162903,Other/Unknown,Other/Unknown
162904,Other/Unknown,Other/Unknown
159199,Residence/Home,Residential or Community Center
162905,Residence/Home,Residential or Community Center
162906,Other/Unknown,Other/Unknown
159200,Other/Unknown,Other/Unknown
159201,Other/Unknown,Other/Unknown
159202,Other/Unknown,Other/Unknown
159203,Other/Unknown,Other/Unknown
159204,Other/Unknown,Other/Unknown
159205,Other/Unknown,Other/Unknown
159206,Residence/Home,Residential or Community Center
159207,Other/Unknown,Other/Unknown
159208,Other/Unknown,Other/Unknown
162907,Other/Unknown,Other/Unknown
162908,Other/Unknown,Other/Unknown
159209,Other/Unknown,Other/Unknown
159210,Church/Synagogue/Temple/Mosque,Public Places and Recreation Sites
162909,Other/Unknown,Other/Unknown
162910,Other/Unknown,Other/Unknown
162911,Other/Unknown,Other/Unknown
159211,Other/Unknown,Other/Unknown
162912,Residence/Home,Residential or Community Center
